System,Start,End,Region,Latitude,Longitude,Historical Epoch,Evidence Strength,Characteristics,Governance Type,Belief System,Gender Roles,Economic Base,Succession Method,Collapse Cause,Recorded By,sovereignty_index,admin_index,competitive_politics_index,exit_freedom,disobedience_freedom,arrangement_freedom,surplus_legibility,info_infrastructure,seasonality,binding_mechanism,scale_population,scale_territory,collapse_mode,gw_discussed,coding_confidence,notes
UN Trusteeship Councils,1945,1994,Global,40.7,-74,Modern,4,Decolonization oversight with graduated self-rule,Tutelary Democracy,Secularism,Mixed,Resource extraction,Appointment,Obsolescence,UN archives,0.2,0.4,0.65,0.65,0.8,0.8,0.4,0.3,low,none,3,3,unknown,False,1,Auto-coded from governance type/characteristics — requires human review
United Nations Security Council,1945,Present,Global,40.7,-74,Modern,4,Great-power veto system with peacekeeping forces,Oligarchic Multilateralism,Secularism,Male-dominated,Member dues,Permanent seats,None (ongoing),UN Charter,0.5,0.45,0.55,0.4,0.35,0.45,0.4,0.3,low,none,3,3,ongoing,False,1,Auto-coded from governance type/characteristics — requires human review
Apartheid Bantustans,1948,1994,South Africa,-29,24,Modern,3,Ethnically segregated puppet states under white rule,Racial Autocracy,Dutch Reformed,Male puppets,Migrant labor,Appointment,ANC resistance,Nelson Mandela,0.85,0.6,0.2,0.1,0.1,0.2,0.4,0.3,low,none,3,3,unknown,False,1,Auto-coded from governance type/characteristics — requires human review
Tokelau Village Atoll Consensus,1948,Present,Tokelau,-9,-172,Modern,4,Rotating leadership among three coral atolls,Micro-Atoll Democracy,Christianity,Gender-neutral,Fishing/coconut,Rotation,None (ongoing),UN records,0.2,0.4,0.65,0.65,0.8,0.6,0.2,0.3,low,none,3,3,ongoing,False,1,Auto-coded from governance type/characteristics — requires human review
Cuban Revolutionary Committees,1960,Present,Cuba,21.5,-78,Modern,3,Block-level surveillance and welfare distribution system,Revolutionary Corporatism,Marxism,Gender-mixed,Sugar/medical,Appointment,None (ongoing),Fidel Castro,0.4,0.3,0.4,0.5,0.5,0.5,0.4,0.3,low,none,3,3,ongoing,False,1,Auto-coded from governance type/characteristics — requires human review
Singaporean Technocracy,1965,Present,Singapore,1.3,103.8,Modern,5,Meritocratic one-party state with predictive governance,Computational Autocracy,Secular pragmatism,Gender-neutral,Global trade,Co-optation,None (ongoing),Lee Kuan Yew,0.85,0.6,0.2,0.1,0.1,0.2,0.5,0.3,low,none,3,3,ongoing,False,1,Auto-coded from governance type/characteristics — requires human review
Botswana Tribal Democracy,1966,Present,Botswana,-22.3,24.7,Modern,4,Diamond-rich constitutional monarchy with tribal kgotlas,Resource Traditionalism,Christian/Animist,Male-dominated,Diamond mining,Elections,None (ongoing),Seretse Khama,0.75,0.45,0.3,0.2,0.3,0.3,0.6,0.3,low,none,3,3,ongoing,False,1,Auto-coded from governance type/characteristics — requires human review
Tanzanian Ujamaa Villages,1967,1985,Tanzania,-6.3,34.8,Modern,4,Julius Nyerere's African socialist collectivization,Participatory Socialism,African socialism,Gender-mixed,Subsistence farming,Election,Structural adjustment,Nyerere,0.6,0.65,0.35,0.3,0.4,0.4,0.4,0.3,low,none,3,3,unknown,False,1,Auto-coded from governance type/characteristics — requires human review
United Arab Emirates Tribal Technocracy,1971,Present,UAE,24.4,54.4,Modern,4,Bedouin monarchy with futuristic city-states,Neo-Tribal Autocracy,Islam,Male-dominated,Oil/AI,Hereditary,None (ongoing),Mohammed bin Rashid,0.75,0.45,0.3,0.2,0.05,0.1,0.75,0.3,low,none,3,3,ongoing,False,1,Auto-coded from governance type/characteristics — requires human review
Libyan Jamahiriya,1977,2011,Libya,32.9,13.2,Modern,3,Gaddafi's 'state of the masses' with direct congresses,Direct People's Authority,Third International Theory,Male-dominated,Oil wealth,Consensus,NATO intervention,Green Book,0.4,0.3,0.4,0.5,0.6,0.6,0.75,0.3,low,none,3,3,unknown,False,1,Auto-coded from governance type/characteristics — requires human review
Nordic Sami Parliaments,1989,Present,Scandinavia,68.3,19.5,Modern,4,Indigenous representative bodies with limited sovereignty,Ethnic Autonomy,Animism/Christianity,Gender-balanced,Reindeer herding,Election,None (ongoing),Sami Act,0.4,0.3,0.4,0.5,0.6,0.4,0.4,0.3,low,none,3,3,ongoing,False,1,Auto-coded from governance type/characteristics — requires human review
Norwegian Sovereign Wealth Democracy,1990,Present,Norway,60.5,8.7,Modern,5,Oil-funded welfare state with transparency mechanisms,Petro-Social Democracy,Secularism,Gender-neutral,Oil/Gas,Elections,None (ongoing),Gro Harlem,0.2,0.4,0.65,0.65,0.9,0.8,0.75,0.3,low,none,3,3,ongoing,False,1,Auto-coded from governance type/characteristics — requires human review
Indian Panchayati Raj,1992,Present,India,20.6,78.9,Modern,4,Village councils with gender/reservation quotas,Decentralized Participatory Democracy,Secular pluralism,Gender-quota,Agriculture/GDP,Election,None (ongoing),73rd Amendment,0.2,0.4,0.65,0.65,0.9,0.8,0.55,0.3,low,none,3,3,ongoing,False,1,Auto-coded from governance type/characteristics — requires human review
European Union Governance,1993,Present,Europe,50.8,4.5,Modern,5,Supranational technocracy with subsidiarity principle,Multilevel Governance,Secularism,Gender-mixed,Single market,Appointment,None (ongoing),Jean Monnet,0.5,0.8,0.3,0.3,0.2,0.3,0.4,0.3,low,none,3,3,ongoing,False,1,Auto-coded from governance type/characteristics — requires human review
Post-Apartheid Ubuntu Democracy,1994,Present,South Africa,-29,24,Modern,4,Reconciliation-based constitutionalism with tribal elements,Inclusive Constitutionalism,African humanism,Gender-balanced,Mining/tech,Elections,None (ongoing),Desmond Tutu,0.3,0.15,0.45,0.7,0.8,0.75,0.6,0.3,low,none,3,3,ongoing,False,1,Auto-coded from governance type/characteristics — requires human review
Zapatista Caracoles,1994,Present,Mexico,16.8,-92.6,Modern,3,Indigenous anarchist communes with rotational leadership,Autonomous Municipalism,Mayan cosmology,Gender-balanced,Coffee farming,Rotation,Mexican state,Subcomandante Marcos,0.05,0.05,0.4,0.9,0.95,1.0,0.4,0.3,low,none,3,3,ongoing,False,1,Auto-coded from governance type/characteristics — requires human review
Rwandan Unity Government,1994,Present,Rwanda,-1.9,30,Modern,4,Post-genocide power-sharing with gender quotas,Inclusive Authoritarianism,Mixed religions,Female-majority,Agriculture/Tech,Appointment,None (ongoing),Paul Kagame,0.4,0.3,0.4,0.5,0.5,0.4,0.55,0.3,low,none,3,3,ongoing,False,1,Auto-coded from governance type/characteristics — requires human review
Ubuntu Councils,1994,Present,South Africa,-29,24,Modern,4,Post-apartheid restorative justice through communal courts,Reconciliation Democracy,Ubuntu philosophy,Gender-balanced,Mining/tech,Consensus,None (ongoing),Desmond Tutu,0.2,0.4,0.65,0.65,0.9,0.8,0.6,0.3,low,none,3,3,ongoing,False,1,Auto-coded from governance type/characteristics — requires human review
Kerala People’s Planning,1996,Present,India,8.5,76.9,Modern,4,Decentralized socialist governance with 40% female participation,Participatory Socialism,Secular communism,Gender-balanced,Spice/remittances,Election,None (ongoing),E.M.S. Namboodiripad,0.6,0.65,0.35,0.3,0.4,0.4,0.4,0.3,low,none,3,3,ongoing,False,1,Auto-coded from governance type/characteristics — requires human review
Estonian Digital Democracy,2002,Present,Estonia,58.7,25,Information Age,5,E-governance with blockchain-secured citizen participation,E-Government,Secularism,Gender-neutral,IT services,Elections,None (ongoing),Toomas Hendrik,0.4,0.3,0.4,0.5,0.6,0.6,0.4,0.3,low,none,3,3,ongoing,False,1,Auto-coded from governance type/characteristics — requires human review
Bhutanese Gross National Happiness,2008,Present,Bhutan,27.5,90.5,Modern,4,Buddhist constitutional monarchy prioritizing ecology/culture,Ethical Monarchy,Vajrayana Buddhism,Gender-neutral,Hydroelectricity,Democratic transition,None (ongoing),Fourth King,0.75,0.45,0.3,0.2,0.2,0.3,0.4,0.3,low,none,3,3,ongoing,False,1,Auto-coded from governance type/characteristics — requires human review
Bitcoin Decentralized Governance,2009,Present,Digital,N/A,N/A,Information Age,3,Blockchain-based consensus without central authority,Cryptographic Anarchy,Cypherpunk,Pseudonymous,Crypto mining,Forking,None (ongoing),Satoshi Nakamoto,0.2,0.2,0.45,0.65,0.85,0.85,0.6,0.3,low,none,3,3,ongoing,False,1,Auto-coded from governance type/characteristics — requires human review
Bolivian Plurinational State,2009,Present,Bolivia,-16.3,-63.3,Modern,3,Indigenous autonomies within socialist central government,Multinational Socialism,Syncretic Catholicism,Gender-mixed,Lithium/Gas,Elections,None (ongoing),Evo Morales,0.6,0.65,0.35,0.3,0.4,0.3,0.4,0.15,low,none,3,3,ongoing,False,1,Auto-coded from governance type/characteristics — requires human review
Icelandic Crowdsourced Constitution,2010,2013,Iceland,64.1,-21.9,Modern,3,Citizen-drafted constitution via social media consensus,Digital Direct Democracy,Secularism,Gender-balanced,Fisheries,Consensus,Parliamentary veto,Birgitta Jónsdóttir,0.2,0.4,0.65,0.65,0.9,0.8,0.4,0.3,low,none,3,3,unknown,False,1,Auto-coded from governance type/characteristics — requires human review
Rojava Democratic Confederalism,2014,Present,Syria,36.9,38.5,Modern,3,Kurdish feminist eco-socialism with communal councils,Libertarian Municipalism,Secular pluralism,Female co-leaders,Olive oil,Consensus,Turkish invasion,Abdullah Öcalan,0.25,0.2,0.45,0.65,0.85,0.55,0.75,0.3,low,none,3,3,ongoing,False,1,Auto-coded from governance type/characteristics — requires human review
Taiwanese Digital Democracy,2016,Present,Taiwan,25,121,Information Age,4,AI-assisted policymaking with citizen participation platforms,Liquid Democracy,Secularism,Gender-neutral,Semiconductors,Elections,None (ongoing),Audrey Tang,0.2,0.4,0.65,0.65,0.9,0.6,0.4,0.3,low,none,3,3,ongoing,False,1,Auto-coded from governance type/characteristics — requires human review
Chilean Constitutional Experiment,2022,2023,Chile,-33.4,-70.7,Modern,3,Grassroots constitutional convention with gender parity,Participatory Constitutionalism,Secularism,Gender-balanced,Copper exports,Elections,Rejection vote,Gabriel Boric,0.25,0.5,0.55,0.6,0.85,0.7,0.4,0.3,low,none,3,3,ongoing,False,1,Auto-coded from governance type/characteristics — requires human review
Natufian Communities,-12500,-9500,Levant,,,,,Semi-sedentary hunter-gatherers; seasonal aggregation/dispersal; evidence of feasting and prestige burial but no fixed hierarchy; high mobility,Seasonal Forager Band,Animist/Ancestor,,,,,,0.15,0.05,0.3,0.95,0.9,0.95,0.1,0.05,high,none,1,2,dispersal/transition,TRUE,2,Key G&W case: demonstrates deliberate oscillation between hierarchical aggregation and egalitarian dispersal. Natufian feasts show P without institutionalisation.
Göbekli Tepe (ritual complex),-9600,-8000,Southeast Anatolia,,,,,Massive coordinated monumental construction predating agriculture; no evidence of permanent habitation; hunter-gatherer builders; no residential hierarchy,Ritual Assembly Complex,Proto-animist,,,,,,0.2,0.05,0.4,0.9,0.85,0.8,0.1,0.05,high,none,2,2,abandonment,TRUE,2,Critical counter-case: proves large-scale coordination does not require agriculture or permanent hierarchy. Deliberately buried/decommissioned.
Pre-Pottery Neolithic A (PPNA),-9500,-8700,Levant/Anatolia,,,,,Early agricultural communities; communal storage; no evidence of differential wealth; skull plastering suggests ancestor veneration without hierarchy,Communal Agricultural Village,Ancestor veneration,,,,,,0.2,0.1,0.25,0.75,0.8,0.7,0.25,0.05,medium,land,2,1,transition,FALSE,2,Transition point: agriculture begins but hierarchy has not yet emerged. Critical for testing whether agriculture alone drives lock-in.
Pre-Pottery Neolithic B (PPNB),-8700,-6500,Levant/Anatolia,,,,,Larger villages; long-distance obsidian trade; plastered skulls and ancestor cults; first evidence of unequal storage; possible ritual specialists,Proto-Chiefdom Village,Ancestor veneration,,,,,,0.3,0.15,0.35,0.65,0.7,0.6,0.35,0.1,low,land/ancestor,2,2,fragmentation,FALSE,2,D begins to decline as ritual specialists gain authority. E still relatively high — villages split frequently. Schismogenesis visible in settlement patterns.
Çatalhöyük,-7500,-5700,Anatolia,,,,,~8000 inhabitants; no streets or public buildings; no palaces or temples; equal-sized dwellings; entry through roofs; evidence of shared ritual but no institutional authority,Egalitarian Urban Settlement,Goddess/Ancestor,,,,,,0.05,0.05,0.2,0.7,0.9,0.75,0.3,0.05,low,community,3,1,abandonment,TRUE,3,G&W's primary example of large-scale egalitarian urbanism. Low S and A at significant scale directly challenges stadial model.
Ubaid Culture,-6500,-3800,Mesopotamia,,,,,Proto-urban settlements along rivers; temple as redistribution centre; first administrative tokens; population aggregation; early craft specialisation,Proto-Temple Redistribution,Polytheist/Temple,,,,,,0.35,0.25,0.3,0.55,0.65,0.55,0.5,0.2,low,land/temple,3,3,transition,FALSE,2,The administrative transition: tokens are proto-writing used for surplus tracking. A begins rising. Temple as institution starts reducing R.
Early Uruk,-4000,-3100,Mesopotamia,,,,,First true city (Uruk ~40000 inhabitants); monumental temples; cylinder seals; proto-cuneiform for accounting; no evidence of royal burials or palace until late period,Early City-State,Polytheist,,,,,,0.4,0.55,0.4,0.45,0.55,0.45,0.7,0.55,low,temple/debt,4,3,transition,TRUE,3,The L and I inflection point. Cuneiform emerges as administrative tool. G&W argue early Uruk may have been governed by temple councils rather than kings.
Late Uruk / Early Dynastic,-3100,-2700,Mesopotamia,,,,,Emergence of kingship; palace distinct from temple; royal burials (Ur); military expansion; writing shifts from accounting to royal propaganda,Early State / Kingship,Polytheist,,,,,,0.75,0.7,0.55,0.25,0.3,0.3,0.85,0.75,none,debt/land/coercion,4,4,conquest,TRUE,3,The lock-in transition. S surges. E and D drop sharply. The pair Early/Late Uruk is the best documented instance of the freedom-suppression sequence.
Egyptian Old Kingdom,-2686,-2181,Egypt,,,,,Centralised divine monarchy; pyramid construction as sovereignty display; no standing army initially; nome governors as proto-bureaucracy; limited literacy,Divine Monarchy,Egyptian polytheism,,,,,,0.9,0.45,0.2,0.15,0.1,0.1,0.75,0.4,none,land/coercion,4,4,fragmentation/FIP,FALSE,3,High-S anchor case. First Intermediate Period collapse restores local E and D — nome governors become autonomous. Classic Tainter dynamic.
Egyptian Middle Kingdom,-2055,-1650,Egypt,,,,,Reunification after First Intermediate Period; increased bureaucratic complexity; professional army; literary tradition; more constrained pharaonic power,Bureaucratic Monarchy,Egyptian polytheism,,,,,,0.7,0.65,0.25,0.2,0.2,0.15,0.8,0.6,none,land/debt,4,4,invasion/transition,FALSE,3,Post-collapse restoration shows A increasing relative to S — the bureaucratic class gained ground during the fragmentation period.
Mohenjo-daro / Indus Valley Civilisation,-2600,-1900,South Asia,,,,,Cities of ~40000; elaborate drainage/sanitation; standardised weights; no palaces or royal tombs; no weapons caches; evidence of long-distance trade; script undeciphered,Egalitarian Urban Civilisation,Unknown (script undeciphered),,,,,,0.1,0.4,0.2,0.6,0.75,0.6,0.6,0.45,unknown,unknown,4,4,abandonment/climate,TRUE,2,"G&W's most enigmatic case. High A (standardisation, weights) without apparent S. Script may reveal more but current evidence suggests unprecedented urban equality."
Shang Dynasty,-1600,-1046,China,,,,,Divine kingship; oracle bones as proto-administrative record; ancestor worship as political legitimacy; human sacrifice at royal burials; bronze ritual monopoly,Oracle Monarchy,Chinese polytheism/Ancestor,,,,,,0.85,0.35,0.35,0.2,0.15,0.15,0.65,0.3,none,land/ritual,4,4,conquest,FALSE,3,High-S with proto-A. Oracle bones are I in service of sovereignty rather than administration proper. Contrast with Zhou feudalism that follows.
Taosi,-2300,-1800,Northern China,,,,,Early walled city; evidence of initial hierarchy then apparent levelling; astronomical observatory; possible egalitarian reform period mid-occupation,Transitional Urban,Chinese traditional,,,,,,0.45,0.3,0.35,0.5,0.55,0.5,0.5,0.2,low,land,3,2,abandonment,TRUE,2,G&W discuss as possible example of egalitarian reversal — hierarchy established then dismantled. Critical for R (arrangement freedom) argument.
Vedic Jana/Gana Sanghas,-1500,-300,North India,,,,,Tribal republics (gaṇa-saṃghas); assembly-based governance; Vajjian Confederacy and Licchavi republic as peak examples; warrior aristocracy with deliberative councils,Tribal Republic / Oligarchic Assembly,Vedic/early Hindu,,,,,,0.35,0.2,0.55,0.6,0.65,0.55,0.4,0.15,medium,clan,3,3,conquest/absorption,FALSE,2,The Indian republican tradition that Buddhism emerged within. High P (kshatriya competition) with meaningful D. Absorption into Mauryan Empire is a lock-in event.
Olmec,-1500,-400,Gulf Coast Mexico,,,,,First Mesoamerican complex society; colossal heads (ruler portraits); long-distance jade/obsidian trade; no deciphered writing; uncertain political structure,Proto-Theocratic Chiefdom,Olmec religion,,,,,,0.6,0.2,0.6,0.35,0.35,0.3,0.5,0.1,low,ritual/tribute,3,3,decline/transition,FALSE,2,P-dominant emergence case: colossal heads suggest personalised sovereignty display. May be the P→S transition in action.
Celtic Tribal Assemblies,-800,43,Northwestern Europe,,,,,Peripatetic tribes; assembly governance (comitia); elected war-leaders; druidic priesthood as ritual authority; high geographic mobility; deliberate non-urbanisation,Tribal Assembly Confederacy,Celtic polytheism,,,,,,0.3,0.1,0.55,0.75,0.7,0.65,0.3,0.1,medium,clan/honour,2,3,conquest,TRUE,2,G&W discuss Celtic deliberate avoidance of urbanism as schismogenesis against Mediterranean model. High E and D maintained as political value.
Scythian Nomadic Confederacy,-700,-200,Eurasian Steppe,,,,,Horse-mounted pastoral nomads; elected war-leaders; kurgan burial with wealth display; no fixed territory; resistance to Persian administrative incorporation,Nomadic Warrior Confederacy,Scythian animism,,,,,,0.45,0.05,0.6,0.9,0.7,0.7,0.2,0.05,medium,none,3,4,fragmentation/displacement,FALSE,2,High-E extreme case. Persian attempts to incorporate failed precisely because E was too high — the Scythians simply moved. Schismogenesis against Achaemenid model.
Minoan Crete,-2700,-1450,Aegean,,,,,Palace-centred redistribution economy; Linear A script (undeciphered); no evidence of military fortification until late; possible female ritual authority; thalassocracy,Palace Redistribution State,Minoan religion,,,,,,0.5,0.55,0.45,0.45,0.45,0.4,0.7,0.5,low,land/palace,3,2,conquest/disaster,FALSE,2,Important pre-Greek Aegean case. Palace as administrative hub without obvious military sovereignty. A relatively high via Linear A record-keeping.
Mauryan Empire,-322,-185,South Asia,,,,,First pan-Indian state; Arthashastra bureaucratic manual; extensive spy network; standardised weights and measures; Ashoka's edicts as administrative communication,Bureaucratic Empire,Buddhist/Brahminic,,,,,,0.8,0.85,0.3,0.15,0.15,0.15,0.85,0.8,none,land/debt/coercion,5,5,fragmentation,FALSE,3,Near-maximum A case. Kautilya's Arthashastra is the most explicit pre-modern manual for administrative domination. E and D near zero at peak.
Classic Maya City-States,250,900,Mesoamerica,,,,,Competitive peer polities; elaborate calendrical ritual; ruler portraiture and dynastic history; warfare as ritual and prestige; no tributary empire; city-state scale,Competitive Theocratic City-State,Maya religion,,,,,,0.65,0.55,0.9,0.4,0.35,0.35,0.6,0.65,low,ritual/land,3,2,abandonment/collapse,TRUE,3,Extreme P case: politics as ritual performance and dynastic display. The 'Terminal Classic collapse' is a Turchin-type elite competition breakdown — P destroys itself when competitive politics becomes unsustainable.
Teotihuacan,100,550,Mesoamerica,,,,,Largest pre-Columbian city (~125000); standardised apartment compounds suggesting enforced equality; no named rulers in art; murals show collective not royal themes; multi-ethnic,Egalitarian Urban State,Teotihuacan religion,,,,,,0.3,0.5,0.2,0.5,0.65,0.55,0.65,0.4,low,community/ritual,5,3,collapse/fire,TRUE,3,G&W's key large-scale egalitarian urbanism case in Americas. The apartment compounds and absence of ruler iconography are the primary evidence. Violent collapse c.550 CE.
Tlaxcala Republic,1384,1521,Mesoamerica,,,,,Federated city-state republic; elected council of four lords; resisted Aztec incorporation for 130 years; maintained internal autonomy; allied with Cortés for independence,Federated Republic,Tlaxcalan religion,,,,,,0.4,0.4,0.6,0.55,0.6,0.55,0.55,0.3,low,clan/honour,3,2,conquest/absorption,FALSE,2,The counter-case to Aztec. Explicitly maintained autonomy against the regional hegemon — high schismogenesis value. D and E meaningfully higher than surrounding imperial systems.
Iroquois Confederacy / Haudenosaunee,1450,1900,Northeast North America,,,,,Five (later six) nations; Great Law of Peace (Gayanashagowa); clan mothers select and can deselect chiefs; consensus decision-making; condolence ritual for leadership transition,Matrilineal Consensus Confederacy,Haudenosaunee spirituality,,,,,,0.25,0.2,0.5,0.7,0.85,0.75,0.35,0.15,medium,clan,4,4,colonial disruption,TRUE,3,"G&W's key large-scale egalitarian case for the Americas. Directly influenced Enlightenment political thought (Lahontan, Rousseau). Clan mothers' veto is institutionalised D."
Highland New Guinea Big Man System,-1000,2000,Papua New Guinea,,,,,Competitive feasting; prestige through redistribution not accumulation; non-hereditary leadership; deliberate levelling mechanisms; no fixed territory,Competitive Prestige Economy,Melanesian animism,,,,,,0.1,0.05,0.85,0.85,0.85,0.8,0.2,0.05,medium,none,2,2,ongoing,FALSE,3,"The pure high-P / low-S / low-A anchor case. Big Man status is personal, non-transferable, and actively levelled by community ridicule if overreached. Marshall Sahlins' foundational case."
Zomia Highland Communities,500,1950,Highland Southeast Asia,,,,,Deliberately stateless hill peoples; swidden agriculture (anti-legibility); oral tradition (anti-administration); frequent relocation; ethnic diversity as state-avoidance strategy,Deliberate Statelessness,Varied animist,,,,,,0.05,0.05,0.2,0.95,0.9,0.9,0.05,0.05,high,none,2,3,colonial enclosure,FALSE,3,James Scott's 'The Art of Not Being Governed' — communities that actively chose statelessness by keeping surplus illegible and maintaining mobility. Maximum E case.
Inca Empire (Tawantinsuyu),1438,1533,Andean South America,,,,,Vast bureaucratic empire without writing; quipu knotted-cord accounting; mit'a labour tax; road network; no money; state redistribution of all surplus,Administrative Empire Without Writing,Inca religion,,,,,,0.75,0.8,0.2,0.1,0.1,0.1,0.9,0.6,none,labour/land,5,5,conquest,FALSE,3,High-A without writing — the quipu system is the most sophisticated non-literate administrative apparatus known. Demonstrates L and I can be high without literacy.
Balinese Negara,900,1906,Bali,,,,,Theatre state; ritual as governance; kings competed through ceremony not taxation; no extraction apparatus; power demonstrated through spectacular ritual,Theatre State,Hindu-Bali,,,,,,0.2,0.15,0.95,0.65,0.7,0.6,0.2,0.1,medium,ritual,3,2,colonial conquest,FALSE,3,Clifford Geertz's 'Negara' — the extreme P anchor. Governance as performance. Geertz argued taxation and coercion were secondary to ritual prestige. Near-zero S and A.
Norse Thing System,800,1300,Scandinavia,,,,,Outdoor assemblies; law-speaker recites law from memory; freeborn men participate; outlawry as primary sanction (enforced exit rather than imprisonment); jury-like panels,Law-Assembly Democracy,Norse polytheism,,,,,,0.3,0.15,0.45,0.8,0.75,0.65,0.3,0.1,medium,honour/law,3,3,monarchical centralisation,FALSE,2,The sanction of outlawry is theoretically interesting: the punishment for lawbreaking is enforced E (you must leave). Treats exit as weapon rather than right.
Tiv Segmentary Lineage System,-500,1900,Nigeria,,,,,Acephalous; no chiefs; lineage segments balance against each other; tar (land) held communally; disputes resolved by balanced opposition; market exchange without state,Acephalous Segmentary Society,Tiv traditional,,,,,,0.05,0.05,0.3,0.8,0.9,0.8,0.2,0.05,low,clan,3,3,colonial imposition,FALSE,3,Classic Evans-Pritchard/Bohannan stateless society. The opposition structure means any attempted hierarchy is automatically balanced by opposing lineage. Structural D.
Maroon Communities (Jamaica/Suriname),1655,1900,Caribbean,,,,,Escaped slave communities; rebuilt governance from multiple African traditions; treaty recognition of autonomy; mixed African-Indigenous governance forms,Reconstructed Freedom Community,Varied African/Syncretic,,,,,,0.3,0.15,0.45,0.75,0.8,0.85,0.3,0.1,medium,community,2,2,colonial pressure,FALSE,2,"Unique case: explicit reconstruction of E, D, and R by people who had experienced near-zero values of all three. High R by definition — they invented their governance."
Tang Dynasty,618,907,China,,,,,Cosmopolitan empire; examination system meritocracy; equal-field land system; complex legal code; tributary system; multiple ethnic groups integrated,Meritocratic Imperial State,Buddhism/Taoism/Confucian,,,,,,0.85,0.9,0.6,0.1,0.1,0.1,0.9,0.9,none,land/law/exam,5,5,fragmentation,FALSE,3,Near-maximum SAP anchor case. The examination system is institutionalised P channelled into A. High I via legal codes. Fragmentation in An Lushan rebellion shows resilience threshold breach.
Ottoman Empire,1299,1922,Anatolia/Middle East,,,,,Millet system (partial communal autonomy); devshirme slave-soldiers; extensive legal plurality; janissary corps as competitive politics channel; waqf as semi-autonomous civil society,Pluralist Imperial State,Sunni Islam,,,,,,0.8,0.8,0.6,0.25,0.2,0.25,0.8,0.8,none,law/religion,5,5,dissolution,FALSE,3,High-SAP but with deliberate E preservation via millet system — a partial exemption from full lock-in. The devshirme is institutionalised P (slave competition for position).
Gadaa System,1500,1900,Oromo (Ethiopia),,,,,Age-set rotational democracy; egalitarian; periodic power transfer; generation-classes rotate through defined roles; built-in leadership term limits,Rotational Democracy,Oromo traditional,,,,,,0.3,0.1,0.45,0.7,0.85,0.7,0.3,0.05,high,age-set,3,3,colonial disruption,FALSE,3,Maximum D anchor: the Gadaa system structurally requires power transfer. Authority cannot be held indefinitely — the age-set rotation is institutionalised D.
Akan Chieftaincy,1000,1800,West Africa (Akan),,,,,Clan-based authority; matrilineal inheritance; councils of elders; stool as symbol of community soul; destoolment (removal) of chiefs possible,Confederate Chieftaincy,Akan religion,,,,,,0.5,0.2,0.45,0.55,0.6,0.5,0.4,0.1,low,clan,3,3,colonial absorption,FALSE,2,
Igbo Assemblies,-500,1800,Igbo (Nigeria),,,,,Acephalous (non-centralized); democratic village councils; age grades; title societies; no permanent chiefs; ofo staff as distributed authority symbol,Acephalous Democracy,Igbo traditional,,,,,,0.1,0.1,0.4,0.8,0.85,0.75,0.3,0.05,low,community,2,2,colonial imposition,FALSE,3,
Berber Jemaa,-1000,1900,North Africa,,,,,Council of elders; tribal consensus; tamyiz (distinction/wisdom) as leadership basis; no permanent authority; women excluded but present in some regions,Tribal Council,Berber Islam/tribal,,,,,,0.25,0.1,0.35,0.7,0.75,0.65,0.3,0.05,low,clan,2,3,colonial imposition,FALSE,2,
Zulu Monarchy,1816,1828,Southern Africa,,,,,Centralised military monarchy under Shaka; regimental system (amabutho); age-regiment discipline; rapid territorial expansion; no civilian administrative apparatus,Military Monarchy,Zulu religion,,,,,,0.9,0.3,0.4,0.1,0.1,0.15,0.5,0.1,none,military,4,3,regicide/conquest,FALSE,2,Extreme S with minimal A — pure sovereignty without bureaucracy. The amabutho regiments are P channelled into military S rather than administration.
Greek Democracy,-508,-322,Greek,,,,,Direct citizen rule; sortition for offices; jury courts; assembly (ekklesia); exclusion of women/slaves/foreigners; ostracism as levelling mechanism,Direct Democracy,Greek polytheism,,,,,,0.2,0.35,0.75,0.65,0.8,0.65,0.55,0.5,low,citizenship,3,2,conquest,FALSE,3,
Greek Aristocracy,-800,-600,Greek,,,,,Rule by noble elites; genos (clan) as basis; Areopagus as council; hereditary,Aristocracy,Greek polytheism,,,,,,0.55,0.2,0.5,0.4,0.35,0.35,0.4,0.2,low,clan/birth,2,1,reform,FALSE,2,
Greek Oligarchy,-600,-400,Greek,,,,,Rule by wealthy non-nobles; property qualifications; smaller councils,Oligarchy,Greek polytheism,,,,,,0.5,0.3,0.45,0.45,0.35,0.35,0.5,0.3,low,wealth,2,1,revolution,FALSE,2,
Greek Tyranny,-650,-500,Greek,,,,,One-man populist rule; often displaced aristocracy; public works; dependent on popular support,Tyranny,Greek polytheism,,,,,,0.75,0.25,0.65,0.4,0.25,0.25,0.5,0.2,none,charisma,2,1,expulsion/death,FALSE,2,
Politeia,-700,-300,Greek,,,,,Balanced mixed government; combining elements of oligarchy and democracy,Mixed Constitution,Greek philosophy,,,,,,0.4,0.35,0.5,0.55,0.55,0.5,0.5,0.3,low,law,2,1,transition,FALSE,2,
Theatrocracy,-430,-322,Greek,,,,,Rule by spectacle and performance; theatre as political space; demagogues as performers,Spectacle Democracy,Greek drama,,,,,,0.3,0.3,0.9,0.55,0.65,0.5,0.5,0.4,medium,performance,3,2,conquest,FALSE,2,G&W's Theatrocracy: extreme P with democratic form. The demagogue as performer makes politics a competitive display rather than deliberation.
